Open,High,Low,Close,Volume,Dividends,Stock Splits,Today_trend,Today_trend_cate,Tomorrow_trend,Tomorrow_trend_cate,Sma,Rsi,Kd,Ema_12,Ema_26,Macd,datetime
0.05512068076048525,0.06322673634611352,0.05512068076048525,0.06052430346608162,1031788800,0.0,0.0,0.00540362270559637,1,0.0021614395081996918,1,0.0,0.0,0.0,0.0,0.0,0.0,1986-03-13
0.06052429422216239,0.06376708887747956,0.06052429422216239,0.06268574297428131,308160000,0.0,0.0,0.002161448752118919,1,0.0010813921689987183,1,0.0,0.0,0.0,0.0,0.0,0.0,1986-03-14
0.06268578845551823,0.06430749772336607,0.06268578845551823,0.06376713514328003,133171200,0.0,0.0,0.0010813466877618028,1,-0.0016217082738876343,0,0.0,0.0,0.0,0.0,0.0,0.0,1986-03-17
0.06376713616317801,0.06430749875190665,0.06160506428066375,0.062145426869392395,67766400,0.0,0.0,-0.0016217092937856198,0,-0.0010807327926158905,0,0.0,0.0,0.0,0.0,0.0,0.0,1986-03-18
0.062145419119460456,0.06268578164080243,0.060524331555434525,0.061064694076776505,47894400,0.0,0.0,-0.0010807250426839513,0,-0.0016210786998271942,0,0.0,0.0,0.0,0.0,0.0,0.0,1986-03-19
0.061064703182710955,0.061064703182710955,0.05890325277502877,0.05944361537694931,58435200,0.0,0.0,-0.0016210878057616451,0,-0.001621101051568985,0,0.0,0.0,0.0,0.0,0.0,0.0,1986-03-20
0.05944360175978814,0.06052432671606002,0.056741789369108446,0.057822514325380325,59990400,0.0,0.0,-0.0016210874344078155,0,-0.001621101051568985,0,0.0,0.0,0.0,0.0,0.0,0.0,1986-03-21
0.05782250031544249,0.05782250031544249,0.05566105092660095,0.05620141327381134,65289600,0.0,0.0,-0.0016210870416311501,0,0.0010807327926158905,1,0.0,0.0,0.0,0.0,0.0,0.0,1986-03-24
0.056201421219220275,0.05728214606642723,0.0556610587956168,0.05728214606642723,32083200,0.0,0.0,0.0010807248472069556,1,0.0016210973262786865,1,0.0,0.0,0.0,0.0,0.0,0.0,1986-03-25
0.057282155845156994,0.059443605908555554,0.05674179332930735,0.05890324339270592,22752000,0.0,0.0,0.001621087547548923,1,0.0010807178914546967,1,0.0,0.0,0.0,0.0,0.0,0.0,1986-03-26
0.05890323638110639,0.059983961284160614,0.05890323638110639,0.059983961284160614,16848000,0.0,0.0,0.0010807249030542268,1,-0.0005403459072113037,0,0.0,0.0,0.0,0.0,0.0,0.0,1986-03-27
0.05998397797886986,0.05998397797886986,0.058362890173108216,0.05944361537694931,12873600,0.0,0.0,-0.0005403626019205507,0,-0.0005403719842433929,0,0.0,0.0,0.0,,0.0,,1986-03-31
